NC_035780.1	13578	14594	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	28961	33324	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	43111	66897	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	0	2	0
NC_035780.1	85606	95254	8	12	0	0	6	4	0	0	2	2	2	1	0	0	4	0	6	0	0	10
NC_035780.1	99840	106460	14	4	2	0	6	0	0	0	2	0	6	2	0	0	4	0	2	0	0	2
NC_035780.1	108305	110077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	151859	157536	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	163809	183798	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	164820	166793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	169468	170178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	190449	193594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	204243	207743	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	214891	215322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	219451	225076	0	8	2	0	0	0	0	4	0	0	0	2	2	0	10	4	6	2	2	2
NC_035780.1	227734	231964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	232863	240144	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
NC_035780.1	245532	253042	82	50	32	44	70	8	30	98	100	46	112	56	4	6	34	2	32	16	50	24
NC_035780.1	258108	272839	1218	914	824	508	1032	882	380	690	632	228	844	914	158	42	612	248	242	118	582	406
NC_035780.1	273173	278473	378	314	234	158	384	340	132	250	278	90	280	254	100	16	286	86	96	36	192	164
NC_035780.1	281547	293861	514	518	537	236	658	546	238	290	380	98	435	541	114	16	416	190	192	52	512	226
NC_035780.1	297131	311654	1346	1344	1020	738	1327	1390	506	836	742	235	950	994	208	82	854	372	304	104	790	520
NC_035780.1	315522	340261	104	78	170	118	136	118	88	168	186	32	194	304	36	18	154	44	68	20	194	104
NC_035780.1	341638	349379	72	58	54	34	170	80	26	30	38	10	48	116	8	2	50	26	22	6	54	50
NC_035780.1	349425	360957	146	108	72	24	96	98	60	98	62	28	72	106	24	2	114	40	18	20	48	34
NC_035780.1	366837	370670	204	172	224	228	286	100	130	16	216	34	180	4	28	16	110	78	20	16	168	194
NC_035780.1	372174	376974	102	124	20	24	122	102	20	16	56	14	74	18	4	8	56	6	14	0	22	22
NC_035780.1	380454	392035	14	6	0	2	14	6	4	8	0	2	1086	2	2	44	0	0	0	0	8	2
NC_035780.1	394983	409280	1348	1112	661	474	1195	874	376	792	664	262	912	716	164	101	676	278	300	106	543	394
NC_035780.1	409477	415627	96	84	64	48	116	74	66	74	120	24	78	146	28	0	122	40	62	10	220	110
NC_035780.1	444907	453310	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
NC_035780.1	485479	500367	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	502147	508829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
NC_035780.1	511797	526500	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0
NC_035780.1	526525	542191	2	10	0	0	0	2	0	0	2	2	2	2	22	0	2	0	0	0	2	0
NC_035780.1	527850	534541	2	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
NC_035780.1	544088	573497	2372	2576	1536	1234	2180	2712	824	1864	1534	496	2034	1916	414	234	1680	608	498	214	1744	1184
NC_035780.1	573630	585444	688	526	710	504	766	752	286	702	756	130	802	660	138	61	626	216	222	76	670	458
NC_035780.1	604924	622983	744	602	466	364	776	642	278	480	610	92	626	670	112	28	438	186	120	30	478	318
NC_035780.1	625970	662443	1058	708	558	432	810	614	300	408	434	200	514	450	92	34	416	172	212	64	456	202
NC_035780.1	663525	671754	324	158	328	100	266	386	86	238	160	58	462	242	30	30	172	70	68	34	128	98
NC_035780.1	671959	675504	0	0	2	0	0	0	0	0	0	0	14	0	0	2	0	0	0	12	40	0
NC_035780.1	682820	730982	43	62	10	16	7	16	18	20	12	10	27	0	4	4	22	8	2	0	30	8
NC_035780.1	686400	724737	9	24	10	14	5	12	4	14	2	4	15	0	4	0	22	4	2	0	28	4
NC_035780.1	731072	776437	476	299	181	176	579	323	80	238	231	86	199	138	48	10	244	68	110	14	234	133
NC_035780.1	777050	782032	174	196	94	82	304	224	66	74	122	30	138	152	24	6	134	40	28	8	114	58
NC_035780.1	786318	790538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_035780.1	790827	792748	22	20	2	0	36	18	6	2	8	0	0	0	0	2	8	0	4	0	0	2
NC_035780.1	794545	800915	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0
NC_035780.1	802779	829369	224	160	98	144	256	230	66	132	118	32	156	190	20	12	68	126	70	8	204	104
NC_035780.1	831309	836828	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_035780.1	841204	844397	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_035780.1	848082	854748	0	0	0	0	0	2	0	0	0	0	2	0	0	0	4	4	0	0	0	0
NC_035780.1	860083	865303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_035780.1	866950	870208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	873286	876502	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	884611	885996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	886637	897738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	900326	903430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
NC_035780.1	904241	905671	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_035780.1	908503	921086	1390	1228	614	584	684	1112	318	616	626	246	726	698	212	56	674	242	300	74	608	370
NC_035780.1	921228	923103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	927409	934670	0	0	0	0	2	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0
NC_035780.1	938662	951816	1688	1178	784	550	1204	1288	502	848	872	258	1332	796	204	114	958	396	262	112	882	388
NC_035780.1	957967	963094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	962702	964602	2	6	0	2	0	0	2	0	2	0	0	8	0	0	2	0	2	0	12	4
NC_035780.1	970363	981628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	984471	995318	554	406	292	238	504	424	266	372	380	104	378	294	102	36	338	62	134	40	284	168
NC_035780.1	995489	1008165	30	24	30	14	42	68	6	14	56	12	16	38	22	0	36	6	8	10	88	44
NC_035780.1	1038480	1053423	12	6	4	14	32	52	8	34	8	2	26	8	0	2	2	2	2	0	2	8
NC_035780.1	1101448	1190874	74	57	30	56	120	287	26	53	58	16	106	44	2	2	50	14	18	10	24	43
NC_035780.1	1229194	1261514	54	14	30	19	57	43	28	47	38	10	73	68	13	2	32	18	16	4	41	30
NC_035780.1	1280831	1282416	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_035780.1	1321893	1323311	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1332677	1336216	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1357834	1359771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1389975	1399847	26	60	52	24	66	50	28	18	36	12	56	122	2	2	24	0	8	6	2	24
NC_035780.1	1432944	1458091	50	118	74	46	80	66	32	52	80	10	100	106	4	2	58	10	8	4	28	40
NC_035780.1	1449970	1456485	6	18	8	0	12	8	4	0	10	0	0	14	0	2	2	0	0	0	10	2
NC_035780.1	1503802	1513830	6	2	0	0	2	0	0	0	4	0	4	4	0	0	8	0	0	0	0	0
NC_035780.1	1513765	1522483	30	28	6	4	32	18	0	10	14	6	10	10	4	2	12	0	0	0	0	2
NC_035780.1	1543472	1545772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1547067	1548720	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
NC_035780.1	1575100	1575558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1584884	1591482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1630358	1641055	0	6	0	0	6	0	2	2	2	0	8	2	0	0	2	4	2	0	0	0
NC_035780.1	1674069	1678920	0	2	2	6	4	6	0	8	2	0	10	4	0	0	16	0	0	0	0	2
NC_035780.1	1720303	1741095	14	6	6	14	60	28	4	12	10	4	46	4	0	2	6	6	6	4	6	12
NC_035780.1	1763699	1778839	2	6	2	14	24	12	0	10	2	0	8	2	0	0	4	4	2	0	0	6
NC_035780.1	1821446	1834660	0	4	0	2	6	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0
NC_035780.1	1838755	1841281	0	0	8	2	0	0	2	0	0	2	4	0	2	0	2	0	10	2	2	0
NC_035780.1	1840607	1842557	6	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	4	0	0	0
NC_035780.1	1848220	1849477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1856841	1863697	36	2	0	0	2	0	0	2	2	0	6	4	2	0	2	0	0	0	0	0
NC_035780.1	1874661	1878188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1878806	1881983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1882143	1890106	474	480	256	284	532	480	182	428	332	92	238	328	60	16	298	110	114	22	244	166
NC_035780.1	1892805	1898535	0	2	4	2	4	6	4	2	2	0	9	4	0	0	12	0	2	0	0	2
NC_035780.1	1919019	1926830	180	305	290	153	230	258	116	156	194	44	262	311	54	4	202	80	68	22	196	68
NC_035780.1	1928718	1940217	576	264	228	136	526	408	70	164	144	48	236	210	56	20	144	76	90	32	97	56
NC_035780.1	1940413	1952761	726	994	710	506	1392	952	356	604	841	182	1000	666	122	64	754	236	256	96	544	368
NC_035780.1	1955555	1981097	416	284	324	228	516	432	170	248	296	134	380	289	72	24	402	122	102	24	340	228
NC_035780.1	1982711	1993041	76	36	174	122	76	206	66	126	160	20	116	110	18	4	76	26	8	12	118	54
NC_035780.1	1995230	1997350	0	6	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	1997841	1998704	6	2	34	0	2	208	0	0	16	2	0	4	14	0	2	0	0	0	0	2
NC_035780.1	2002152	2007805	2	0	17	0	0	0	2	2	2	0	0	0	2	0	2	0	0	0	0	0
NC_035780.1	2008426	2020602	4	0	73	0	2	4	6	8	2	6	8	6	18	0	2	0	4	0	2	2
NC_035780.1	2025787	2028053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
NC_035780.1	2028071	2046722	346	330	370	208	384	332	162	300	236	88	228	374	154	22	212	64	122	28	300	190
NC_035780.1	2060215	2063945	4	2	16	4	4	15	0	4	8	0	14	4	0	0	2	0	0	0	0	2
NC_035780.1	2063986	2067024	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2071890	2139231	140	121	92	104	150	170	64	102	104	38	84	82	32	10	96	16	28	14	42	40
NC_035780.1	2161223	2166803	2	4	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0
NC_035780.1	2169616	2170594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2169940	2198004	6	15	8	0	9	12	9	6	6	3	21	4	2	0	10	6	4	0	6	6
NC_035780.1	2200370	2214720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2260471	2265634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2265679	2283419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2322055	2350944	0	0	2	0	8	0	0	6	0	0	10	12	0	0	2	0	0	2	0	0
NC_035780.1	2380664	2391321	26	52	30	18	32	26	8	24	16	0	34	24	0	2	16	0	2	2	20	8
NC_035780.1	2392317	2407896	32	42	16	8	47	34	4	16	8	4	36	8	2	2	14	16	4	0	14	10
NC_035780.1	2413119	2424450	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2413594	2416601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2428485	2437730	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NC_035780.1	2444648	2446603	4	2	0	0	2	2	2	0	0	0	2	2	0	0	0	0	0	0	0	2
NC_035780.1	2460941	2463301	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
NC_035780.1	2463664	2478866	356	244	184	96	304	246	112	126	176	48	226	178	72	6	114	54	28	24	186	114
NC_035780.1	2478727	2492972	30	22	28	48	26	16	28	52	22	8	28	76	8	0	20	8	18	6	77	26
NC_035780.1	2500364	2508028	24	24	44	30	16	6	14	76	22	2	10	52	10	2	12	2	16	6	35	8
NC_035780.1	2510379	2516296	2	0	2	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0
NC_035780.1	2524425	2553408	1292	922	604	518	996	994	320	652	582	240	698	736	110	52	584	208	238	62	626	394
NC_035780.1	2554181	2599559	1531	1372	1083	778	1834	1522	599	1358	914	280	1512	1250	257	94	1087	464	346	144	799	524
