"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn00053","cvn00053","Ascorbate and aldarate metabolism",12,0.751338073105625,1.64735720608463,0.00546459603564042,0.191995992744792,0.170366170160668,2374,"tags=58%, list=18%, signal=48%","111124535/111103451/111124599/111127562/111112920/111115614/111103498"
"cvn00910","cvn00910","Nitrogen metabolism",10,0.775184069219058,1.63501499001517,0.00550447757868089,0.191995992744792,0.170366170160668,1398,"tags=50%, list=10%, signal=45%","111134700/111100398/111100399/111126492/111135592"
"cvn00511","cvn00511","Other glycan degradation",37,0.591749892928689,1.59229430044215,0.0111864358805808,0.191995992744792,0.170366170160668,2221,"tags=30%, list=16%, signal=25%","111106921/111106925/111106928/111119851/111119435/111120040/111113388/111119434/111106926/111119431/111106930"
"cvn00052","cvn00052","Galactose metabolism",21,0.648481226977762,1.58736267708678,0.0110720796738166,0.191995992744792,0.170366170160668,2261,"tags=38%, list=17%, signal=32%","111101197/111118471/111101820/111113388/111109442/111099882/111120703/111118006"
"cvn00592","cvn00592","alpha-Linolenic acid metabolism",11,0.737766627865726,1.57895653197971,0.0174541811586174,0.191995992744792,0.170366170160668,1602,"tags=45%, list=12%, signal=40%","111113990/111115744/111107112/111115745/111124908"
"cvn03250","cvn03250","Viral life cycle - HIV-1",28,0.602353909808685,1.54765670703816,0.0171810283764771,0.191995992744792,0.170366170160668,2628,"tags=46%, list=19%, signal=37%","111124701/111124696/111129825/111111579/111108190/111135084/111128997/111124977/111106750/111123417/111130886/111104027/111135329"
"cvn00071","cvn00071","Fatty acid degradation",38,0.565727693837196,1.53202097133839,0.0171971872976073,0.191995992744792,0.170366170160668,3018,"tags=42%, list=22%, signal=33%","111127947/111113990/111128659/111115744/111107112/111115745/111103451/111112920/111115614/111135553/111121380/111117093/111103498/111129333/111107779/111134458"
"cvn00380","cvn00380","Tryptophan metabolism",31,0.583848035818172,1.52861286486452,0.0140202524948792,0.191995992744792,0.170366170160668,2374,"tags=42%, list=18%, signal=35%","111127901/111100724/111103451/111134248/111133558/111112920/111115614/111121380/111125148/111109254/111130627/111108303/111103498"
"cvn03015","cvn03015","mRNA surveillance pathway",61,0.536130034859233,1.52421918395909,0.0101823236041898,0.191995992744792,0.170366170160668,1968,"tags=36%, list=15%, signal=31%","111135039/111127981/111101410/111100273/111134286/111121238/111129219/111132883/111122880/111118318/111103910/111119442/111126090/111138352/111108043/111130886/111118849/111136672/111104361/111129063/111135694/111129838"
"cvn04814","cvn04814","Motor proteins",111,0.482536200608548,1.44418405783441,0.00550676285341247,0.191995992744792,0.170366170160668,1179,"tags=18%, list=9%, signal=17%","111136151/111134768/111107338/111102596/111112439/111103394/111115784/111129526/111107250/111127380/111134843/111137068/111131563/111119946/111134888/111120500/111129376/111130940/111125250/111131555"
"cvn03013","cvn03013","Nucleocytoplasmic transport",92,0.474878776470006,1.40329141871484,0.0110849207910472,0.191995992744792,0.170366170160668,3059,"tags=34%, list=23%, signal=26%","111101943/111124701/111101410/111124696/111121238/111130920/111129219/111101511/111121980/111118318/111124932/111103910/111129825/111126562/111119442/111138352/111108043/111136554/111135764/111104361/111129063/111125546/111120993/111111382/111125592/111104027/111113217/111135555/111134707/111111376/111108106"
"cvn04144","cvn04144","Endocytosis",132,0.445377661899761,1.34650005985351,0.0223241609826074,0.225101956574624,0.199742493002277,3185,"tags=33%, list=24%, signal=25%","111120187/111125099/111112319/111119513/111112439/111119512/111136896/111104852/111102907/111107174/111136866/111125956/111134954/111112863/111116971/111112700/111135084/111133388/111134171/111121253/111115795/111127289/111129312/111134242/111121335/111121437/111129503/111135594/111106223/111123210/111125223/111105462/111104835/111104585/111104028/111133563/111105923/111119177/111101822/111104196/111137900/111112119/111123772"
"cvn00280","cvn00280","Valine, leucine and isoleucine degradation",50,0.516174832276599,1.43803413977543,0.0290198990245465,0.256900212314225,0.227958431109621,2374,"tags=28%, list=18%, signal=23%","111127947/111113990/111122171/111115744/111115745/111103451/111108694/111112920/111115614/111135360/111111207/111109254/111121738/111103498"
"cvn04310","cvn04310","Wnt signaling pathway",68,0.484137100878683,1.39469222595289,0.029723991507431,0.256900212314225,0.227958431109621,3740,"tags=44%, list=28%, signal=32%","111134796/111121723/111116519/111114913/111119203/111103827/111103778/111123003/111121740/111135857/111133687/111108759/111126345/111135231/111118435/111124929/111125644/111109809/111117024/111125819/111119924/111101169/111127135/111108394/111129084/111121739/111135006/111115059/111105834/111131147"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",18,0.635429130375947,1.51783929636878,0.0349250834072189,0.271300448430493,0.240736370073165,1602,"tags=33%, list=12%, signal=29%","111113990/111115744/111107112/111115745/111119293/111124908"
"cvn03460","cvn03460","Fanconi anemia pathway",41,0.519428601775681,1.42374907493177,0.0358744394618834,0.271300448430493,0.240736370073165,3198,"tags=37%, list=24%, signal=28%","111129379/111128124/111130645/111121059/111131048/111129910/111108030/111102874/111119126/111134136/111138268/111128959/111108150/111120979/111131667"
"cvn03060","cvn03060","Protein export",17,-0.512085101455192,-1.54375328647283,0.0424858448906492,0.285599290653809,0.253424337944223,2375,"tags=41%, list=18%, signal=34%","111120831/111126975/111135297/111108442/111109509/111106955/111101167"
"cvn00514","cvn00514","Other types of O-glycan biosynthesis",29,0.55864730541634,1.43971984763929,0.0412249705535925,0.285599290653809,0.253424337944223,1363,"tags=28%, list=10%, signal=25%","111127037/111101197/111101820/111118946/111123056/111136634/111099105/111114547"
"cvn04080","cvn04080","Neuroactive ligand-receptor interaction",64,0.47614747523162,1.36473164342965,0.0455991516436903,0.290394597309817,0.25767941649066,2865,"tags=28%, list=21%, signal=22%","111129566/111131195/111134720/111135843/111119377/111115939/111118671/111110739/111104676/111104778/111115795/111128844/111124637/111100850/111127153/111128930/111128924/111123767"
"cvn01250","cvn01250","Biosynthesis of nucleotide sugars",31,0.538220168083177,1.40915139315072,0.0593713620488941,0.359196740395809,0.318730469946694,3063,"tags=35%, list=23%, signal=28%","111100603/111118471/111124535/111124599/111127562/111099882/111132797/111118006/111109888/111129163/111128700"
"cvn00515","cvn00515","Mannose type O-glycan biosynthesis",10,0.684337779900265,1.44340237731904,0.062415196743555,0.359630419331912,0.319115291621183,274,"tags=30%, list=2%, signal=29%","111127037/111101197/111101820"
"cvn00430","cvn00430","Taurine and hypotaurine metabolism",13,-0.539119088587687,-1.4656653057465,0.0774916570637332,0.396897163120567,0.352183650615902,3889,"tags=62%, list=29%, signal=44%","111126728/111135113/111138329/111131381/111099052/111122278/111124675/111110958"
"cvn01212","cvn01212","Fatty acid metabolism",48,0.485786052903691,1.34295408721981,0.0754716981132075,0.396897163120567,0.352183650615902,2029,"tags=25%, list=15%, signal=21%","111127947/111113990/111128659/111115744/111107112/111115745/111099995/111119293/111135553/111124908/111100523/111117093"
"cvn01230","cvn01230","Biosynthesis of amino acids",67,0.452640232367818,1.30090244747453,0.0787234042553192,0.396897163120567,0.352183650615902,2306,"tags=24%, list=17%, signal=20%","111134810/111116065/111128747/111100398/111100399/111130098/111126492/111111213/111111035/111122808/111128990/111136221/111117164/111132780/111132779/111117165"
"cvn04330","cvn04330","Notch signaling pathway",26,0.529694318174974,1.33538007781816,0.0947242206235012,0.458465227817746,0.406815600151458,1776,"tags=27%, list=13%, signal=23%","111129125/111118946/111132383/111127576/111136502/111125404/111133687"
"cvn00562","cvn00562","Inositol phosphate metabolism",47,0.470536231044181,1.2979945355554,0.105555555555556,0.491239316239316,0.435897435897436,2592,"tags=28%, list=19%, signal=22%","111101050/111127799/111125442/111125100/111127562/111126338/111100148/111135914/111134544/111120505/111135557/111138290/111130239"
"cvn04070","cvn04070","Phosphatidylinositol signaling system",55,0.459670762430765,1.29409602222767,0.11038961038961,0.494708994708995,0.438976228449913,2592,"tags=27%, list=19%, signal=22%","111101050/111127799/111125442/111100277/111125100/111126338/111100148/111135914/111134544/111120505/111135557/111122823/111128823/111138290/111130239"
"cvn00360","cvn00360","Phenylalanine metabolism",10,0.625844488119836,1.32002857144003,0.123473541383989,0.528696268304204,0.469134574745792,2661,"tags=40%, list=20%, signal=32%","111134810/111100724/111125148/111135147"
"cvn00240","cvn00240","Pyrimidine metabolism",37,0.478299527743889,1.28701943343241,0.126712328767123,0.528696268304204,0.469134574745792,3619,"tags=43%, list=27%, signal=32%","111103017/111135848/111124500/111134405/111132068/111118263/111127104/111135526/111126502/111129901/111138142/111125470/111118358/111118131/111102818/111100897"
"cvn00640","cvn00640","Propanoate metabolism",28,0.49876792593594,1.28150828484776,0.141342756183746,0.551692693491394,0.489540276086318,1981,"tags=25%, list=15%, signal=21%","111105925/111130103/111107112/111105866/111099995/111100523/111109254"
"cvn04146","cvn04146","Peroxisome",77,0.424817801357691,1.22962975890664,0.138947368421053,0.551692693491394,0.489540276086318,2084,"tags=22%, list=15%, signal=19%","111135289/111133729/111113990/111107393/111115744/111107112/111115745/111132335/111134248/111131127/111101232/111135112/111131586/111135553/111135891/111106696/111135201"
"cvn00563","cvn00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",20,0.535853977304849,1.29752460612903,0.158536585365854,0.571388888888889,0.507017543859649,3386,"tags=55%, list=25%, signal=41%","111129796/111099115/111119347/111118285/111136211/111137394/111136158/111120568/111133439/111101711/111119995"
"cvn00100","cvn00100","Steroid biosynthesis",10,0.605695174590771,1.27752972378992,0.166892808683853,0.571388888888889,0.507017543859649,689,"tags=20%, list=5%, signal=19%","111114616/111134947"
"cvn00760","cvn00760","Nicotinate and nicotinamide metabolism",24,0.513094569617147,1.2765909782139,0.159090909090909,0.571388888888889,0.507017543859649,466,"tags=17%, list=3%, signal=16%","111138521/111121723/111103017/111135848"
"cvn04512","cvn04512","ECM-receptor interaction",23,0.511361020575244,1.26228635844814,0.176895306859206,0.571388888888889,0.507017543859649,1679,"tags=26%, list=12%, signal=23%","111114114/111111291/111113265/111134722/111109289/111119175"
"cvn00310","cvn00310","Lysine degradation",31,0.472404635787429,1.23683520263001,0.185098952270081,0.571388888888889,0.507017543859649,3089,"tags=39%, list=23%, signal=30%","111123912/111103451/111112920/111115614/111121380/111137017/111109254/111130627/111131506/111103498/111130847/111107127"
"cvn00561","cvn00561","Glycerolipid metabolism",34,0.462550117017727,1.22486740095449,0.186263096623981,0.571388888888889,0.507017543859649,2374,"tags=29%, list=18%, signal=24%","111115675/111131656/111103451/111100277/111112920/111109442/111115614/111122823/111136067/111103498"
"cvn04140","cvn04140","Autophagy - animal",104,0.402617410429359,1.19877183623784,0.169387755102041,0.571388888888889,0.507017543859649,2583,"tags=26%, list=19%, signal=21%","111125099/111113124/111115682/111111295/111110712/111111995/111130075/111133363/111125870/111107437/111103827/111103778/111121740/111135071/111122737/111102243/111133771/111135557/111120866/111127007/111108144/111131216/111107852/111128115/111129365/111101201/111107462"
"cvn03050","cvn03050","Proteasome",27,-0.342657113172117,-1.1946622716792,0.189873417721519,0.571388888888889,0.507017543859649,2226,"tags=37%, list=16%, signal=31%","111130411/111111088/111130528/111109472/111099573/111122853/111115377/111104018/111138440/111130431"
"cvn03410","cvn03410","Base excision repair",47,0.43280096467075,1.19390017189344,0.207777777777778,0.571388888888889,0.507017543859649,2477,"tags=30%, list=18%, signal=24%","111121171/111137687/111135354/111118241/111102061/111131837/111100311/111123349/111109690/111099552/111132381/111128425/111135118/111108767"
"cvn00970","cvn00970","Aminoacyl-tRNA biosynthesis",45,0.435174610854304,1.19291806943101,0.20314253647587,0.571388888888889,0.507017543859649,902,"tags=13%, list=7%, signal=12%","111118963/111135733/111126003/111119553/111118652/111125723"
"cvn04148","cvn04148","Efferocytosis",98,0.400046726592647,1.18620801980784,0.180698151950719,0.571388888888889,0.507017543859649,1406,"tags=14%, list=10%, signal=13%","111135946/111113124/111121723/111134726/111117970/111110712/111134431/111128659/111117731/111134947/111130916/111127576/111130408/111112330"
"cvn03040","cvn03040","Spliceosome",92,0.398846254169128,1.17861137114315,0.201036269430052,0.571388888888889,0.507017543859649,1557,"tags=16%, list=11%, signal=15%","111112733/111137770/111119513/111119512/111129112/111133954/111121854/111121021/111118318/111119442/111134531/111114893/111136440/111135640/111136164"
"cvn04145","cvn04145","Phagosome",57,-0.26430869295056,-1.11432958900977,0.193898669677444,0.571388888888889,0.507017543859649,1885,"tags=21%, list=14%, signal=18%","111118647/111120504/111136731/111120142/111108442/111137486/111125459/111138109/111119158/111119261/111125836/111134508"
"cvn00500","cvn00500","Starch and sucrose metabolism",22,0.49338664834314,1.21188936158971,0.233734939759036,0.572932862190813,0.508387576715641,2286,"tags=36%, list=17%, signal=30%","111135290/111125157/111129461/111099882/111108864/111120703/111118006/111137764"
"cvn00250","cvn00250","Alanine, aspartate and glutamate metabolism",32,0.45826189275488,1.20628960124719,0.213457076566125,0.572932862190813,0.508387576715641,4259,"tags=44%, list=31%, signal=30%","111134810/111100398/111100399/111126492/111135360/111104084/111136594/111127491/111123929/111108835/111112622/111133052/111130741/111134252"
"cvn00410","cvn00410","beta-Alanine metabolism",29,0.463417191950258,1.1942972292524,0.236749116607774,0.572932862190813,0.508387576715641,4408,"tags=52%, list=33%, signal=35%","111107112/111103451/111132068/111112920/111127104/111115614/111103498/111115386/111134458/111134260/111116870/111134997/111130419/111134506/111136066"
"cvn00983","cvn00983","Drug metabolism - other enzymes",39,0.437279227444422,1.19038901336677,0.230248306997743,0.572932862190813,0.508387576715641,2196,"tags=26%, list=16%, signal=22%","111107393/111109043/111124500/111109028/111132068/111118263/111127104/111121161/111126502/111126505"
"cvn00230","cvn00230","Purine metabolism",79,0.397907796707473,1.15962461950177,0.22303664921466,0.572932862190813,0.508387576715641,3269,"tags=32%, list=24%, signal=24%","111138521/111119949/111103017/111107393/111135848/111124500/111126455/111127492/111116677/111119950/111110751/111129901/111135359/111134201/111128130/111118006/111123024/111110100/111132060/111127491/111118358/111120226/111137449/111111874/111118131"
"cvn04141","cvn04141","Protein processing in endoplasmic reticulum",108,0.385269181900122,1.15202197949479,0.226856561546287,0.572932862190813,0.508387576715641,2008,"tags=20%, list=15%, signal=17%","111131566/111138095/111137525/111131501/111119513/111119512/111112828/111121846/111126835/111133727/111128114/111118121/111121035/111136571/111121740/111104099/111119846/111102146/111127289/111129841/111137033/111121335"
"cvn00620","cvn00620","Pyruvate metabolism",37,0.432021198456419,1.16249263446042,0.255707762557078,0.595012293642431,0.527979590704897,2374,"tags=30%, list=18%, signal=25%","111130103/111103451/111125858/111099995/111112920/111115614/111128990/111100523/111127323/111109254/111103498"
