"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn00510","cvn00510","N-Glycan biosynthesis",33,-0.50756957672795,-1.67565626449058,0.00470722590181784,0.393634851524725,0.383532869689162,3674,"tags=58%, list=27%, signal=42%","111118581/111111013/111119558/111134828/111101197/111101820/111125632/111124498/111136555/111108423/111124588/111125283/111128282/111100575/111122131/111121994/111126213/111136571/111137033"
"cvn00260","cvn00260","Glycine, serine and threonine metabolism",35,0.504450328856709,1.65545887468874,0.00653355402259105,0.393634851524725,0.383532869689162,2727,"tags=40%, list=20%, signal=32%","111122141/111137062/111125218/111109454/111100724/111131063/111119088/111106299/111128625/111130726/111106392/111116065/111123773/111119746"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",18,-0.552534362934789,-1.55083491510485,0.0248317461713428,0.393634851524725,0.383532869689162,2783,"tags=44%, list=21%, signal=35%","111129331/111119054/111107112/111136066/111131209/111136438/111119293/111129730"
"cvn00270","cvn00270","Cysteine and methionine metabolism",43,0.450074712752894,1.5462010725076,0.0229214926052763,0.393634851524725,0.383532869689162,1018,"tags=23%, list=8%, signal=22%","111122141/111137596/111135192/111100699/111129934/111130865/111122163/111136621/111133693/111110831"
"cvn03460","cvn03460","Fanconi anemia pathway",41,0.442763834162315,1.50645193895602,0.0256271560793274,0.393634851524725,0.383532869689162,1401,"tags=24%, list=10%, signal=22%","111122179/111119232/111128124/111131048/111126926/111136867/111113980/111133998/111129379/111118905"
"cvn00513","cvn00513","Various types of N-glycan biosynthesis",31,-0.460072334232896,-1.48836649258523,0.0260254447289074,0.393634851524725,0.383532869689162,3674,"tags=55%, list=27%, signal=40%","111118581/111111013/111133398/111119558/111134828/111101197/111101820/111119322/111136555/111108423/111124588/111131384/111125283/111128282/111100575/111126213/111136571"
"cvn01240","cvn01240","Biosynthesis of cofactors",101,-0.33521502275113,-1.37364391418923,0.0150303461465552,0.393634851524725,0.383532869689162,2717,"tags=35%, list=20%, signal=28%","111136057/111115321/111108307/111132797/111114596/111130240/111103451/111103498/111125746/111128057/111114229/111136090/111109254/111133858/111121024/111130649/111130419/111114756/111122042/111121023/111104817/111108525/111110659/111121154/111102934/111130105/111132054/111138462/111126157/111138494/111135080/111130741/111102977/111102767/111138068"
"cvn04120","cvn04120","Ubiquitin mediated proteolysis",117,0.335038258852107,1.35242830709797,0.0235136482160095,0.393634851524725,0.383532869689162,3206,"tags=39%, list=24%, signal=30%","111121155/111120860/111119134/111135325/111099688/111130636/111137343/111104637/111104077/111110185/111129295/111133998/111105597/111105462/111130310/111120086/111103790/111103271/111103787/111121135/111123155/111130966/111102409/111120632/111129467/111131129/111100396/111124955/111104196/111121932/111121443/111114538/111120128/111102858/111100417/111136470/111119846/111135190/111132149/111138340/111102838/111129365/111128564/111127220/111129312/111118147"
"cvn00330","cvn00330","Arginine and proline metabolism",49,0.39742184695212,1.40626175779781,0.0381353418551449,0.512708484941393,0.499550676932893,2395,"tags=29%, list=18%, signal=24%","111137596/111132445/111136221/111137751/111109392/111125396/111132780/111100724/111131063/111119088/111099180/111130726/111134810/111132935"
"cvn00670","cvn00670","One carbon pool by folate",19,0.513353111612747,1.44565871787769,0.064030131826742,0.704331450094162,0.68625595833446,2129,"tags=37%, list=16%, signal=31%","111099502/111130865/111115204/111100544/111109454/111128337/111106392"
"cvn04145","cvn04145","Phagosome",57,0.378792753306012,1.37303889980067,0.0586011342155009,0.704331450094162,0.68625595833446,1336,"tags=19%, list=10%, signal=17%","111138109/111099220/111136674/111134000/111130836/111108442/111118647/111115230/111119158/111114114/111134525"
"cvn04141","cvn04141","Protein processing in endoplasmic reticulum",108,-0.298922902373586,-1.24538736674937,0.076271186440678,0.76906779661017,0.749330954504906,3909,"tags=42%, list=29%, signal=30%","111134723/111108607/111109659/111130192/111131437/111122190/111136449/111118267/111118731/111099471/111128545/111126835/111125459/111129680/111107728/111126865/111128544/111112558/111111296/111120358/111108423/111130344/111127324/111120079/111104099/111125576/111131517/111125296/111133262/111121035/111110708/111101095/111100575/111125362/111119706/111120699/111136327/111108170/111126213/111136571/111129841/111137033/111120048/111115975/111100861"
"cvn00450","cvn00450","Selenocompound metabolism",13,0.570147206970741,1.42278269971709,0.096969696969697,0.792261904761905,0.771929824561404,2132,"tags=46%, list=16%, signal=39%","111122141/111130865/111119950/111099623/111110368/111135137"
"cvn00910","cvn00910","Nitrogen metabolism",10,-0.570626252450149,-1.35672691460789,0.120622568093385,0.792261904761905,0.771929824561404,1407,"tags=60%, list=10%, signal=54%","111100398/111100399/111135592/111102140/111126492/111123929"
"cvn03430","cvn03430","Mismatch repair",21,0.463015558034587,1.33696447022904,0.11787072243346,0.792261904761905,0.771929824561404,1401,"tags=29%, list=10%, signal=26%","111122897/111119232/111110235/111130346/111135402/111118905"
