"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn00270","cvn00270","Cysteine and methionine metabolism",43,0.522096279022005,1.73915867573438,0.00176394723442683,0.213437615365646,0.202389735318446,1555,"tags=30%, list=12%, signal=27%","111137596/111122141/111135192/111129934/111136621/111122163/111110831/111130865/111100699/111133693/111106176/111111318/111116065"
"cvn00592","cvn00592","alpha-Linolenic acid metabolism",11,-0.679461759786837,-1.72414347828144,0.0132735850125638,0.321423542010037,0.304786133789422,2277,"tags=73%, list=17%, signal=60%","111123661/111124908/111136066/111136438/111107112/111115744/111113990/111127642"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",18,-0.576153253292253,-1.68041421421399,0.0109414647798461,0.321423542010037,0.304786133789422,2054,"tags=50%, list=15%, signal=42%","111124908/111136066/111136438/111131209/111107112/111115744/111113990/111119293/111129730"
"cvn03082","cvn03082","ATP-dependent chromatin remodeling",69,-0.376941130332227,-1.489626626601,0.00909146611830779,0.321423542010037,0.304786133789422,2797,"tags=41%, list=21%, signal=32%","111120915/111120504/111136148/111135329/111132974/111118535/111130322/111119035/111099792/111114842/111105716/111134187/111123066/111128754/111130152/111125973/111118359/111108477/111129852/111128560/111120856/111120594/111127973/111127274/111114783/111128559/111105834/111133731"
"cvn04120","cvn04120","Ubiquitin mediated proteolysis",117,0.366867416307098,1.4556203599896,0.0132819645458693,0.321423542010037,0.304786133789422,3046,"tags=34%, list=23%, signal=27%","111121155/111099688/111100396/111104196/111120860/111137343/111135325/111131129/111119134/111105597/111138340/111104637/111124955/111129295/111105462/111130310/111114538/111102530/111136470/111103790/111120632/111123155/111130966/111110185/111103787/111103271/111120128/111121135/111120086/111128926/111133998/111129467/111132898/111100417/111104077/111121443/111128564/111126002/111103982/111129365"
"cvn00100","cvn00100","Steroid biosynthesis",10,0.650608301948216,1.52636681832361,0.0430707077965966,0.459941520467836,0.436134195136965,1767,"tags=30%, list=13%, signal=26%","111134862/111134947/111112479"
"cvn03460","cvn03460","Fanconi anemia pathway",41,0.448523722243911,1.48564407175231,0.0346409394557701,0.459941520467836,0.436134195136965,2809,"tags=34%, list=21%, signal=27%","111122179/111128124/111126926/111136867/111131048/111119232/111130580/111118905/111113980/111131835/111133998/111108639/111119126/111102631"
"cvn00860","cvn00860","Porphyrin metabolism",18,0.538562005765594,1.46027864579894,0.0456140350877193,0.459941520467836,0.436134195136965,324,"tags=22%, list=2%, signal=22%","111111231/111120634/111104407/111117758"
"cvn00510","cvn00510","N-Glycan biosynthesis",33,-0.428336180705135,-1.45769139156834,0.0309872980475962,0.459941520467836,0.436134195136965,3156,"tags=45%, list=24%, signal=35%","111113415/111118581/111119558/111101820/111125632/111124588/111136555/111101197/111122131/111124498/111134828/111121994/111137033/111136571/111126213"
"cvn00514","cvn00514","Other types of O-glycan biosynthesis",29,0.471773534668579,1.44485758777462,0.0438448566610455,0.459941520467836,0.436134195136965,1855,"tags=34%, list=14%, signal=30%","111128050/111129166/111112794/111125659/111126140/111118200/111136634/111129961/111110946/111122340"
