NC_035780.1	3211540	3221319	772	770	414	302	834	748	280	544	404	152	36	320	26	24	62	730	552	62	46	430	142	164	58	444	272	142	126	10	426	6
NC_035780.1	3637453	3642340	78	49	15	18	50	60	12	28	26	9	6	20	2	2	4	42	40	4	8	20	14	6	0	4	16	4	10	46	18	2
NC_035780.1	3996431	4013875	104	106	62	36	103	107	40	78	68	16	6	40	10	3	16	105	32	14	4	87	27	20	6	84	36	42	24	6	47	0
NC_035780.1	4354976	4367161	141	92	64	42	123	138	60	85	129	20	20	54	26	16	22	128	140	16	6	91	44	48	13	66	44	85	10	94	34	2
NC_035780.1	5748109	5764084	180	4	138	4	42	10	4	4	4	4	0	6	0	0	8	4	4	28	4	2	64	2	0	2	8	0	0	0	2	0
NC_035780.1	8753904	8768743	0	0	0	0	4	0	2	4	0	0	2	2	0	0	0	2	0	0	0	14	0	8	0	0	0	8	4	0	0	0
NC_035780.1	10930683	10945734	20	68	18	2	8	6	10	12	0	12	0	2	18	0	20	22	26	2	4	4	36	0	0	50	2	0	14	0	2	0
NC_035780.1	10930683	10945733	20	68	18	2	8	6	10	12	0	12	0	2	18	0	20	22	26	2	4	4	36	0	0	50	2	0	14	0	2	0
NC_035780.1	10939846	10945734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NC_035780.1	11878269	11884755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	11878269	11884755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	11878352	11884755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	11879317	11884755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	12896159	12897207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	13622196	13672141	259	241	291	154	256	127	147	285	296	56	30	140	36	26	92	329	259	70	20	200	90	119	21	359	188	136	84	14	146	6
NC_035780.1	14017673	14020563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	14057796	14061247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	14057798	14060764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	14703074	14706538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	14943769	14946638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	15669755	15674561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	15675727	15677962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_035780.1	15888088	15916771	28	26	68	44	12	16	18	37	56	16	0	24	4	2	12	34	128	30	6	28	14	18	8	78	26	42	48	0	36	2
NC_035780.1	16023677	16028481	6	0	0	0	4	0	0	0	2	2	0	8	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0
NC_035780.1	16023677	16028481	6	0	0	0	4	0	0	0	2	2	0	8	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0
