name	term	lev	seq	value
"endonuclease activity"	GO:0004519	5	LOC111099064	0.17532112601734
"endonuclease activity"	GO:0004519	5	LOC111111711	-0.475336673025006
"endonuclease activity"	GO:0004519	5	LOC111111845	-0.010245704385904
"endonuclease activity"	GO:0004519	5	LOC111114312	0.646991246124328
"endonuclease activity"	GO:0004519	5	LOC111120126	0.0187229594092401
"endonuclease activity"	GO:0004519	5	LOC111120206	-0.481762515323286
"endonuclease activity"	GO:0004519	5	LOC111120876	-0.0425807622213963
"endonuclease activity"	GO:0004519	5	LOC111121059	-0.459089161119218
"endonuclease activity"	GO:0004519	5	LOC111121319	-0.330205906213473
"endonuclease activity"	GO:0004519	5	LOC111124329	0.0135538814522929
"endonuclease activity"	GO:0004519	5	LOC111125975	-0.00871172337016192
"endonuclease activity"	GO:0004519	5	LOC111125976	-0.0325175907033985
"endonuclease activity"	GO:0004519	5	LOC111126044	0.00585006853870258
"endonuclease activity"	GO:0004519	5	LOC111127092	0.238926658933862
"endonuclease activity"	GO:0004519	5	LOC111128066	-0.471881933876563
"endonuclease activity"	GO:0004519	5	LOC111128963	0.54472243660858
"endonuclease activity"	GO:0004519	5	LOC111131280	0.927491570139525
"endonuclease activity"	GO:0004519	5	LOC111131407	-0.152406848557872
"endonuclease activity"	GO:0004519	5	LOC111132055	1.04869124255334
"endonuclease activity"	GO:0004519	5	LOC111133266	0.0728293324690151
"endonuclease activity"	GO:0004519	5	LOC111137040	0.0559857595960837
"endonuclease activity"	GO:0004519	5	LOC111137968	0.00620137220466566
"acyl-CoA dehydrogenase activity"	GO:0003995	2	LOC111101286	-0.0490541845381369
"acyl-CoA dehydrogenase activity"	GO:0003995	2	LOC111104314	-0.0330940117966091
"acyl-CoA dehydrogenase activity"	GO:0003995	2	LOC111106354	-0.526867060860814
"acyl-CoA dehydrogenase activity"	GO:0003995	2	LOC111108184	0.011987026986689
"acyl-CoA dehydrogenase activity"	GO:0003995	2	LOC111108792	0.294669599166011
"acyl-CoA dehydrogenase activity"	GO:0003995	2	LOC111109656	-0.103745188021606
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111120752	-0.332082993555604
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111122398	-0.316424937570959
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111128136	-0.0239409559768036
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111129194	-0.0843523169226167
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111131530	-0.00857593059518912
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111131531	0.0676321639072786
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111135159	0.30069387787809
"racemase and epimerase activity"	GO:0016857;GO:0016854	3	LOC111128123	-0.19499639671436
"calmodulin binding"	GO:0005516	2	LOC111101594	-0.157003568005612
