name	term	lev	seq	value
"ribosomal small subunit assembly"	GO:0000028	3	LOC111112561	-0.559087875195108
"ribosomal small subunit assembly"	GO:0000028	3	LOC111118540	0.161608614529365
"ribosomal small subunit assembly"	GO:0000028	3	LOC111120557	0.281090273426595
"ribosomal small subunit assembly"	GO:0000028	3	LOC111121432	0.0235475561919994
"ribosomal small subunit assembly"	GO:0000028	3	LOC111123620	0.623578072698624
"ribosomal small subunit assembly"	GO:0000028	3	LOC111125548	-0.187603915380181
"ribosomal small subunit assembly"	GO:0000028	3	LOC111126883	0.0453078760614605
"ribosomal small subunit assembly"	GO:0000028	3	LOC111127769	1.06751416250104
"ribosomal small subunit assembly"	GO:0000028	3	LOC111128580	0.0146319773276411
"ribosomal small subunit assembly"	GO:0000028	3	LOC111135312	0.67342542071148
"negative regulation of cellular process"	GO:0048523	2	LOC111099375	0.0216811452442959
"negative regulation of cellular process"	GO:0048523	2	LOC111100364	-0.224117819483146
"negative regulation of cellular process"	GO:0048523	2	LOC111100380	-0.0106953542065858
"negative regulation of cellular process"	GO:0048523	2	LOC111104148	0.753961918118624
"negative regulation of cellular process"	GO:0048523	2	LOC111105774	-0.21714481300065
"negative regulation of cellular process"	GO:0048523	2	LOC111106097	-0.668923870324386
"negative regulation of cellular process"	GO:0048523	2	LOC111106194	0.0235475561919994
"negative regulation of cellular process"	GO:0048523	2	LOC111106318	-0.0381984214474333
"negative regulation of cellular process"	GO:0048523	2	LOC111106905	-0.545419713113926
"negative regulation of cellular process"	GO:0048523	2	LOC111107306	0.107368596326492
"negative regulation of cellular process"	GO:0048523	2	LOC111107373	-0.249945710965939
"negative regulation of cellular process"	GO:0048523	2	LOC111109397	-0.15554647246339
"negative regulation of cellular process"	GO:0048523	2	LOC111109647	-0.197547972150558
"negative regulation of cellular process"	GO:0048523	2	LOC111109809	1.69825058073503
"negative regulation of cellular process"	GO:0048523	2	LOC111111546	0.502603192087129
"negative regulation of cellular process"	GO:0048523	2	LOC111111551	0.170993830730309
"negative regulation of cellular process"	GO:0048523	2	LOC111111605	-0.210647586451359
"negative regulation of cellular process"	GO:0048523	2	LOC111112044	0.151458046229449
"negative regulation of cellular process"	GO:0048523	2	LOC111112572	0.048600280092356
"negative regulation of cellular process"	GO:0048523	2	LOC111112990	-0.26780275712023
"negative regulation of cellular process"	GO:0048523	2	LOC111113039	-0.214197188272258
"negative regulation of cellular process"	GO:0048523	2	LOC111113134	0.373928733425628
"negative regulation of cellular process"	GO:0048523	2	LOC111113319	0.363378181719472
"negative regulation of cellular process"	GO:0048523	2	LOC111113417	0.116839178177481
"negative regulation of cellular process"	GO:0048523	2	LOC111114430	-0.769782116734647
"negative regulation of cellular process"	GO:0048523	2	LOC111115973	0.032671553310829
"negative regulation of cellular process"	GO:0048523	2	LOC111116220	0
"negative regulation of cellular process"	GO:0048523	2	LOC111117946	0.0176975062022223
"negative regulation of cellular process"	GO:0048523	2	LOC111118434	0.528628213043846
"negative regulation of cellular process"	GO:0048523	2	LOC111119203	-0.402214120359083
"negative regulation of cellular process"	GO:0048523	2	LOC111119662	0
"negative regulation of cellular process"	GO:0048523	2	LOC111119953	-0.162432874516459
"negative regulation of cellular process"	GO:0048523	2	LOC111120501	0.0444103095705905
"negative regulation of cellular process"	GO:0048523	2	LOC111121057	0.266191593635998
"negative regulation of cellular process"	GO:0048523	2	LOC111121210	0.0781257776733965
"negative regulation of cellular process"	GO:0048523	2	LOC111121413	-0.406681820971483
"negative regulation of cellular process"	GO:0048523	2	LOC111121832	0
"negative regulation of cellular process"	GO:0048523	2	LOC111122215	-0.185564358769523
"negative regulation of cellular process"	GO:0048523	2	LOC111122401	0.235364214207281
"negative regulation of cellular process"	GO:0048523	2	LOC111123010	-0.300427538051277
"negative regulation of cellular process"	GO:0048523	2	LOC111123735	-0.188008889920165
"negative regulation of cellular process"	GO:0048523	2	LOC111123801	0.279122905559763
"negative regulation of cellular process"	GO:0048523	2	LOC111124637	-0.11085027675297
"negative regulation of cellular process"	GO:0048523	2	LOC111124911	-0.556621083210364
"negative regulation of cellular process"	GO:0048523	2	LOC111125124	0.211154909133481
"negative regulation of cellular process"	GO:0048523	2	LOC111125289	-0.00857593059518912
"negative regulation of cellular process"	GO:0048523	2	LOC111125302	0.2351203734337
"negative regulation of cellular process"	GO:0048523	2	LOC111125483	-0.321612717436633
"negative regulation of cellular process"	GO:0048523	2	LOC111126890	0.35359764356431
"negative regulation of cellular process"	GO:0048523	2	LOC111126987	-0.370503483427744
"negative regulation of cellular process"	GO:0048523	2	LOC111127416	-0.142372904078634
"negative regulation of cellular process"	GO:0048523	2	LOC111127784	0.24214339848583
"negative regulation of cellular process"	GO:0048523	2	LOC111127937	-0.0396804840971774
"negative regulation of cellular process"	GO:0048523	2	LOC111128424	-0.0359093924272298
"negative regulation of cellular process"	GO:0048523	2	LOC111128500	0.302216194897351
"negative regulation of cellular process"	GO:0048523	2	LOC111128754	-0.419453320563023
"negative regulation of cellular process"	GO:0048523	2	LOC111129124	0.893755941445265
"negative regulation of cellular process"	GO:0048523	2	LOC111129287	0
"negative regulation of cellular process"	GO:0048523	2	LOC111129823	-0.10530718409067
"negative regulation of cellular process"	GO:0048523	2	LOC111129852	-0.469074750546242
"negative regulation of cellular process"	GO:0048523	2	LOC111129910	-0.103239253377788
"negative regulation of cellular process"	GO:0048523	2	LOC111130263	0.0530799495901725
"negative regulation of cellular process"	GO:0048523	2	LOC111130305	-0.274504778767498
"negative regulation of cellular process"	GO:0048523	2	LOC111130600	0.114151364347111
"negative regulation of cellular process"	GO:0048523	2	LOC111130837	0.525459296046181
"negative regulation of cellular process"	GO:0048523	2	LOC111130869	-0.180346804495346
"negative regulation of cellular process"	GO:0048523	2	LOC111130932	-0.103812929390426
"negative regulation of cellular process"	GO:0048523	2	LOC111131374	0.564295786966424
"negative regulation of cellular process"	GO:0048523	2	LOC111131756	0.126381845112208
"negative regulation of cellular process"	GO:0048523	2	LOC111132204	0
"negative regulation of cellular process"	GO:0048523	2	LOC111132503	0.359749929430839
"negative regulation of cellular process"	GO:0048523	2	LOC111132658	-0.340956894984961
"negative regulation of cellular process"	GO:0048523	2	LOC111132990	0.16808402822696
"negative regulation of cellular process"	GO:0048523	2	LOC111133414	-0.080800565435387
"negative regulation of cellular process"	GO:0048523	2	LOC111133654	0.50445719371719
"negative regulation of cellular process"	GO:0048523	2	LOC111133758	-0.013678155836281
"negative regulation of cellular process"	GO:0048523	2	LOC111133851	-0.240192867506545
"negative regulation of cellular process"	GO:0048523	2	LOC111134081	0.139979020529728
"negative regulation of cellular process"	GO:0048523	2	LOC111134594	-0.325348396552213
"negative regulation of cellular process"	GO:0048523	2	LOC111134737	-0.128211896518265
"negative regulation of cellular process"	GO:0048523	2	LOC111135160	0.559559723402428
"negative regulation of cellular process"	GO:0048523	2	LOC111135284	-0.433271736887444
"negative regulation of cellular process"	GO:0048523	2	LOC111135365	-0.00857593059518912
"negative regulation of cellular process"	GO:0048523	2	LOC111135471	0.226857737350535
"negative regulation of cellular process"	GO:0048523	2	LOC111135564	0.0297628802147926
"negative regulation of cellular process"	GO:0048523	2	LOC111135570	0.28213393920417
"negative regulation of cellular process"	GO:0048523	2	LOC111135830	-0.0311041805105685
"negative regulation of cellular process"	GO:0048523	2	LOC111135948	0.0373636998714623
"negative regulation of cellular process"	GO:0048523	2	LOC111136084	-0.0745632302838302
"negative regulation of cellular process"	GO:0048523	2	LOC111136120	-0.248140964578745
"negative regulation of cellular process"	GO:0048523	2	LOC111136147	0.17864259896195
"negative regulation of cellular process"	GO:0048523	2	LOC111136477	0.439481638599889
"negative regulation of cellular process"	GO:0048523	2	LOC111136545	-0.0452374398756535
"negative regulation of cellular process"	GO:0048523	2	LOC111137683	-0.120349890355278
"negative regulation of cellular process"	GO:0048523	2	LOC111138054	-0.0114377596820312
"negative regulation of cellular process"	GO:0048523	2	LOC111138117	0.392614455915633
"negative regulation of cellular process"	GO:0048523	2	LOC111138124	0.243480102391825
"regulation of hydrolase activity"	GO:0051336	2	LOC111122401	0.235364214207281
"regulation of hydrolase activity"	GO:0051336	2	LOC111125846	0.183824611891219
"regulation of hydrolase activity"	GO:0051336	2	LOC111128500	0.302216194897351
"regulation of hydrolase activity"	GO:0051336	2	LOC111129124	0.893755941445265
"regulation of hydrolase activity"	GO:0051336	2	LOC111130115	0.0269882908520113
"regulation of hydrolase activity"	GO:0051336	2	LOC111130232	0.0408250264860763
"regulation of hydrolase activity"	GO:0051336	2	LOC111135949	0.0481672603492365
"regulation of hydrolase activity"	GO:0051336	2	LOC111137683	-0.120349890355278
"glycoprotein metabolic process"	GO:0009100	2	LOC111101889	-0.0800074752947756
"glycoprotein metabolic process"	GO:0009100	2	LOC111108764	-0.223542489595086
"glycoprotein metabolic process"	GO:0009100	2	LOC111109888	0.0910376994621299
"glycoprotein metabolic process"	GO:0009100	2	LOC111118293	0.432925953567429
"glycoprotein metabolic process"	GO:0009100	2	LOC111121408	0.00729427104383551
"glycoprotein metabolic process"	GO:0009100	2	LOC111136074	0.75528197219224
"DNA damage checkpoint"	GO:0000077	6	LOC111099375	0.0216811452442959
"DNA damage checkpoint"	GO:0000077	6	LOC111107373	-0.249945710965939
"DNA damage checkpoint"	GO:0000077	6	LOC111118434	0.528628213043846
"DNA damage checkpoint"	GO:0000077	6	LOC111122215	-0.185564358769523
"DNA damage checkpoint"	GO:0000077	6	LOC111123010	-0.300427538051277
"DNA damage checkpoint"	GO:0000077	6	LOC111129910	-0.103239253377788
"DNA damage checkpoint"	GO:0000077	6	LOC111130869	-0.180346804495346
"DNA damage checkpoint"	GO:0000077	6	LOC111131374	0.564295786966424
"DNA damage checkpoint"	GO:0000077	6	LOC111133654	0.50445719371719
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111100321	0.0760434646218466
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111101096	-0.122360368330929
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111101129	-0.168797433059267
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111101410	0.891346885922053
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111101883	0.618110803331376
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111103002	0
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111103940	0.469778886791695
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111104183	0.427590425860002
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111104518	0.402671875140343
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111104972	0.537971306175084
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111108043	-0.418127665030403
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111108106	0.105869616618778
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111108701	-0.20200021445058
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111110780	0.340368195533353
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111113248	0.436934471165044
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111118848	-0.0628338242618183
"cellular nitrogen compound catabolic process"	GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361	4	LOC111118849	0.166007018631891
