name	term	lev	seq	value
"DNA-templated transcription, termination"	GO:0006353	5	LOC111100489	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111102992	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111108285	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111115381	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111118878	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111125093	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111131582	0
"DNA-templated transcription, termination"	GO:0006353	5	LOC111138336	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111099603	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111099770	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111100168	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111100971	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111102593	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111102727	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111105617	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111105880	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111106509	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111110577	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111110777	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111111321	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111113266	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111113412	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111114456	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111114937	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111117415	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111118438	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111118964	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111118971	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111119150	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111119639	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111120022	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111120506	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111120803	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111120842	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111120955	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111121249	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111121444	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111121447	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111121751	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111121980	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111122535	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111123840	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111124410	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111124932	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111125104	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111125592	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111125671	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111127928	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111128770	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111128921	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111129681	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111129693	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111129825	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111130084	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111130246	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111130459	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111130520	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111130539	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111131391	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111133705	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111134059	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111134066	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111134129	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111134551	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111135936	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111136254	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111136474	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111136517	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111136521	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111136866	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111136896	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111137055	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111137183	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111137405	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111138351	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111104166	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111105907	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111109443	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111115720	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111119258	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111121042	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111129256	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111131260	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111131365	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111132966	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111134439	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111107518	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111108189	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111126798	0
"cellular localization"	GO:0046907;GO:0051641;GO:0051649	2	LOC111127510	0
"cell volume homeostasis"	GO:0006884;GO:0008361	2	LOC111129174	0
"cell volume homeostasis"	GO:0006884;GO:0008361	2	LOC111130898	0
"cell volume homeostasis"	GO:0006884;GO:0008361	2	LOC111134520	0
"cell volume homeostasis"	GO:0006884;GO:0008361	2	LOC111135546	0
"cell volume homeostasis"	GO:0006884;GO:0008361	2	LOC111135738	0
"cell volume homeostasis"	GO:0006884;GO:0008361	2	LOC111135748	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111099375	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111100261	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111100339	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111100499	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111100611	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111102289	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111102972	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111103091	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111103623	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111105728	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111107373	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111107888	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111108019	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111108030	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111108150	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111108477	0
"cellular response to stress"	GO:0006974;GO:0033554;GO:0051716;GO:0006281	2	LOC111108543	0
