"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn00910","cvn00910","Nitrogen metabolism",10,0.775184069219058,1.6192423932029,0.00787602762156273,0.205608701763912,0.187330351894586,1398,"tags=50%, list=10%, signal=45%","111134700/111100398/111100399/111126492/111135592"
"cvn00053","cvn00053","Ascorbate and aldarate metabolism",11,0.741381184228722,1.58393075309628,0.0139240937806085,0.205608701763912,0.187330351894586,2374,"tags=55%, list=18%, signal=45%","111124535/111103451/111124599/111112920/111115614/111103498"
"cvn00052","cvn00052","Galactose metabolism",21,0.648481226977762,1.58223813426836,0.0153743084489293,0.205608701763912,0.187330351894586,2261,"tags=38%, list=17%, signal=32%","111101197/111118471/111101820/111113388/111109442/111099882/111120703/111118006"
"cvn00592","cvn00592","alpha-Linolenic acid metabolism",11,0.737766627865726,1.57620840040654,0.0155502379485312,0.205608701763912,0.187330351894586,1602,"tags=45%, list=12%, signal=40%","111113990/111115744/111107112/111115745/111124908"
"cvn00511","cvn00511","Other glycan degradation",37,0.591749892928689,1.56390611570972,0.00494857369534223,0.205608701763912,0.187330351894586,2221,"tags=30%, list=16%, signal=25%","111106921/111106925/111106928/111119851/111119435/111120040/111113388/111119434/111106926/111119431/111106930"
"cvn03250","cvn03250","Viral life cycle",28,0.602353909808685,1.53250307259724,0.00806461957695967,0.205608701763912,0.187330351894586,2628,"tags=46%, list=19%, signal=37%","111124701/111124696/111129825/111111579/111108190/111135084/111128997/111124977/111106750/111123417/111130886/111104027/111135329"
"cvn03015","cvn03015","mRNA surveillance pathway",61,0.536130034859233,1.51641838442268,0.0103586869253582,0.205608701763912,0.187330351894586,1968,"tags=36%, list=15%, signal=31%","111135039/111127981/111101410/111100273/111134286/111121238/111129219/111132883/111122880/111118318/111103910/111119442/111126090/111138352/111108043/111130886/111118849/111136672/111104361/111129063/111135694/111129838"
"cvn00071","cvn00071","Fatty acid degradation",38,0.565727693837196,1.5053919444089,0.0141341708613361,0.205608701763912,0.187330351894586,3018,"tags=42%, list=22%, signal=33%","111127947/111113990/111128659/111115744/111107112/111115745/111103451/111112920/111115614/111135553/111121380/111117093/111103498/111129333/111107779/111134458"
"cvn04814","cvn04814","Motor proteins",110,0.486052477009127,1.44849592637364,0.00832856594017896,0.205608701763912,0.187330351894586,1179,"tags=18%, list=9%, signal=17%","111136151/111134768/111107338/111102596/111112439/111103394/111115784/111129526/111107250/111127380/111134843/111137068/111131563/111119946/111134888/111120500/111129376/111130940/111125250/111131555"
"cvn03060","cvn03060","Protein export",17,-0.512085101455192,-1.58590317248577,0.0209598178229005,0.238363621686153,0.2171734014478,2375,"tags=41%, list=18%, signal=34%","111120831/111126975/111135297/111108442/111109509/111106955/111101167"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",17,0.644772098472795,1.5144015693042,0.022033612088636,0.238363621686153,0.2171734014478,1602,"tags=35%, list=12%, signal=31%","111113990/111115744/111107112/111115745/111119293/111124908"
"cvn00380","cvn00380","Tryptophan metabolism",31,0.583848035818172,1.50696618711385,0.0249145500140228,0.242609582059123,0.22104190138956,2374,"tags=42%, list=18%, signal=35%","111127901/111100724/111103451/111134248/111133558/111112920/111115614/111121380/111125148/111109254/111130627/111108303/111103498"
"cvn04310","cvn04310","Wnt signaling pathway",67,0.489919565196007,1.39948751908518,0.0275132275132275,0.242609582059123,0.22104190138956,3740,"tags=45%, list=28%, signal=33%","111134796/111121723/111116519/111114913/111119203/111103827/111103778/111123003/111121740/111135857/111133687/111108759/111126345/111135231/111118435/111124929/111125644/111109809/111117024/111125819/111119924/111101169/111127135/111108394/111129084/111121739/111135006/111115059/111105834/111131147"
